#Charset:UTF-8
あ強.wav=,165.3,11.7,252.4,4.7,1.8
ラ.wav=,144.0,75.6,248.0,41.1,12.0
ふぉ.wav=,135.1,135.4,296.9,100.7,9.5
るぇ.wav=,264.7,53.7,420.0,23.6,7.4
息吐長.wav=,78.8,89.4,166.5,60.7,18.6
にゃ.wav=,208.9,38.5,209.9,26.8,8.7
づ.wav=,161.3,54.0,135.5,38.6,8.3
ぬぉ.wav=,121.3,30.8,205.2,25.0,6.3
ひゃ.wav=,101.9,150.7,243.1,120.8,10.3
ル.wav=,178.4,67.0,342.3,60.4,8.8
う息.wav=,736.4,66.6,479.1,24.8,18.7
ぢぇ.wav=,283.4,73.5,397.8,50.2,11.5
い息長.wav=,331.7,63.1,495.9,32.5,19.9
が.wav=,322.0,47.5,194.5,30.2,11.8
すぇ.wav=,172.5,200.5,366.1,170.1,11.0
う.wav=,386.8,49.9,367.7,24.1,14.2
ヴぃ.wav=,104.8,128.9,288.5,86.9,11.2
け.wav=,368.7,92.2,532.6,61.1,18.4
リ.wav=,229.9,43.8,386.9,35.9,8.2
あ↓.wav=,153.2,48.5,355.8,16.1,8.1
ゆぃ.wav=,177.5,35.9,306.1,26.1,7.2
息（吸）.wav=,770.1,129.5,775.8,92.6,19.8
みゅ.wav=,180.5,60.1,308.5,48.6,10.7
じゅ.wav=,262.5,66.6,205.4,43.5,10.1
ぴぇ.wav=,204.1,82.3,438.6,74.8,6.3
い吸.wav=,372.4,68.7,499.9,22.4,12.5
ゆぇ.wav=,140.1,54.7,305.2,44.7,8.3
あ.wav=,116.0,116.0,528.3,12.0,119.0
すぃ.wav=,262.5,206.7,404.7,179.5,12.3
さ.wav=,166.9,205.6,332.7,176.1,17.4
ヴぇ.wav=,144.5,84.0,229.8,52.7,11.0
いゅ.wav=,271.2,62.6,221.5,34.3,20.8
いn.wav=,371.9,25.5,443.2,14.3,5.3
ルォ.wav=,136.2,124.4,344.6,63.1,7.5
おっ.wav=,293.0,28.7,99.9,16.7,12.6
え息短.wav=,345.3,70.3,237.0,42.9,27.5
か゜.wav=,133.0,56.7,215.7,32.9,13.9
きぇ.wav=,325.5,93.3,247.4,48.9,0.1
だ.wav=,376.6,36.9,337.8,12.7,0.9
ひょ.wav=,277.2,170.9,400.1,136.0,11.9
るぁ.wav=,127.3,94.5,315.9,20.7,6.7
にゅ.wav=,303.0,64.6,312.7,49.5,11.1
あ息長.wav=,785.8,21.7,637.7,12.6,4.6
にょ.wav=,172.7,41.0,229.6,29.2,6.8
え吸.wav=,286.8,28.2,255.2,12.7,9.1
りぇ.wav=,204.1,30.8,347.7,24.4,6.5
るぃ.wav=,176.6,37.2,304.6,15.9,6.6
ひゅ.wav=,134.6,145.4,410.1,127.4,6.1
ロ.wav=,202.7,61.0,283.4,46.6,10.3
お息短.wav=,410.2,33.4,441.8,21.1,9.6
うっ.wav=,224.2,45.9,460.4,18.0,12.6
えn.wav=,414.8,48.4,323.4,35.3,21.6
う2.wav=,323.3,47.3,601.2,20.3,15.1
いょ.wav=,201.9,75.4,173.8,33.4,21.4
し.wav=,253.9,250.0,330.3,203.1,69.7
すぁ.wav=,50.9,211.9,199.1,168.3,10.1
ご.wav=,130.0,146.8,279.1,78.2,10.2
ふぃぇ.wav=,74.9,110.2,253.9,86.5,4.6
レ.wav=,294.1,85.2,402.2,69.4,7.2
みゃ.wav=,115.9,54.3,413.5,40.3,10.5
じゃ.wav=,196.6,80.9,313.4,54.3,6.0
